"filename", "language", "JSON", "JavaScript", "Vue", "Markdown", "CSS", "HTML", "JSON with Comments", "comment", "blank", "total"
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\Item\ItemMusicTop.vue", "Vue", 0, 0, 234, 0, 0, 0, 0, 2, 4, 240
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\Item\MusicDetail.vue", "Vue", 0, 0, 326, 0, 0, 0, 0, 16, 5, 347
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\Login\index.vue", "Vue", 0, 0, 125, 0, 0, 0, 0, 8, 6, 139
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\NavBar\NavBar.vue", "Vue", 0, 0, 81, 0, 0, 0, 0, 2, 5, 88
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\PClistCard\ListCard.vue", "Vue", 0, 0, 121, 0, 0, 0, 0, 7, 8, 136
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\PClistTable\ListTable.vue", "Vue", 0, 0, 184, 0, 0, 0, 0, 9, 18, 211
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\RecommendMusic\bgtop.vue", "Vue", 0, 0, 30, 0, 0, 0, 0, 0, 3, 33
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\RecommendMusic\recommendInfo.vue", "Vue", 0, 0, 92, 0, 0, 0, 0, 1, 13, 106
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\comment\Comment.vue", "Vue", 0, 0, 531, 0, 0, 0, 0, 49, 54, 634
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\confirm\index.vue", "Vue", 0, 0, 130, 0, 0, 0, 0, 3, 1, 134
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\cookie\index.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 5, 5, 32
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\goTop\GoTop.vue", "Vue", 0, 0, 109, 0, 0, 0, 0, 5, 12, 126
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\home\IconList.vue", "Vue", 0, 0, 78, 0, 0, 0, 0, 2, 2, 82
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\home\MusicList.vue", "Vue", 0, 0, 103, 0, 0, 0, 0, 1, 5, 109
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\home\SwiperTop.vue", "Vue", 0, 0, 52, 0, 0, 0, 0, 6, 4, 62
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\home\TopNav.vue", "Vue", 0, 0, 60, 0, 0, 0, 0, 1, 3, 64
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\infoUser\FollowsAndFolloweds\Followeds.vue", "Vue", 0, 0, 105, 0, 0, 0, 0, 13, 9, 127
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\infoUser\FollowsAndFolloweds\Follows.vue", "Vue", 0, 0, 84, 0, 0, 0, 0, 6, 7, 97
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\infoUser\FollowsAndFolloweds\TopNav.vue", "Vue", 0, 0, 75, 0, 0, 0, 0, 5, 4, 84
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\infoUser\InfoUserContent.vue", "Vue", 0, 0, 169, 0, 0, 0, 0, 3, 2, 174
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\infoUser\InfoUserSongs.vue", "Vue", 0, 0, 20, 0, 0, 0, 0, 0, 2, 22
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\infoUser\InfoUserTop.vue", "Vue", 0, 0, 65, 0, 0, 0, 0, 1, 2, 68
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\listCard\ListCard.vue", "Vue", 0, 0, 122, 0, 0, 0, 0, 7, 8, 137
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\listTable\ListTable.vue", "Vue", 0, 0, 212, 0, 0, 0, 0, 4, 16, 232
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\recycle-scroller\index.vue", "Vue", 0, 0, 107, 0, 0, 0, 0, 4, 1, 112
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\recycle-scroller\index1.vue", "Vue", 0, 0, 122, 0, 0, 0, 0, 37, 8, 167
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\secondNavBar\SecondNavBar.vue", "Vue", 0, 0, 87, 0, 0, 0, 0, 1, 5, 93
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\tabs\index.vue", "Vue", 0, 0, 71, 0, 0, 0, 0, 0, 3, 74
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\components\videoListCard\VideoListCard.vue", "Vue", 0, 0, 209, 0, 0, 0, 0, 16, 12, 237
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\main.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 15, 9, 55
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\plugins\element.js", "JavaScript", 0, 61, 0, 0, 0, 0, 0, 0, 3, 64
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\plugins\index.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\plugins\utils.js", "JavaScript", 0, 49, 0, 0, 0, 0, 0, 13, 6, 68
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\request\api\footer.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 2, 1, 7
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\request\api\home.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 10, 4, 30
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\request\api\infoUser.js", "JavaScript", 0, 16, 0, 0, 0, 0, 0, 10, 1, 27
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\request\api\item.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 5, 3, 18
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\request\api\login.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 8, 1, 22
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\request\api\musicList.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 4, 1, 12
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\request\api\ranking.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 4, 1, 12
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\request\api\search.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 2, 4, 10
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\request\api\video.js", "JavaScript", 0, 52, 0, 0, 0, 0, 0, 21, 18, 91
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\request\index.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 15, 7, 56
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\router\index.js", "JavaScript", 0, 104, 0, 0, 0, 0, 0, 37, 4, 145
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\store\index.js", "JavaScript", 0, 214, 0, 0, 0, 0, 0, 37, 2, 253
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\AboutView.vue", "Vue", 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\Collection\collection.vue", "Vue", 0, 0, 91, 0, 0, 0, 0, 2, 2, 95
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\HomeView\HomeView.vue", "Vue", 0, 0, 23, 0, 0, 0, 0, 1, 4, 28
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\InfoUser\FollowAndFollowed\followeds.vue", "Vue", 0, 0, 39, 0, 0, 0, 0, 12, 6, 57
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\InfoUser\FollowAndFollowed\follows.vue", "Vue", 0, 0, 39, 0, 0, 0, 0, 5, 8, 52
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\InfoUser\InfoUser.vue", "Vue", 0, 0, 242, 0, 0, 0, 0, 5, 2, 249
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\ItemMusic\ItemMusic.vue", "Vue", 0, 0, 47, 0, 0, 0, 0, 8, 4, 59
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\Login\Login.vue", "Vue", 0, 0, 11, 0, 0, 0, 0, 0, 2, 13
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\MusicList\musicList.vue", "Vue", 0, 0, 145, 0, 0, 0, 0, 8, 3, 156
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\Ranking\ranking.vue", "Vue", 0, 0, 352, 0, 0, 0, 0, 13, 4, 369
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\Recommend\Recommend.vue", "Vue", 0, 0, 28, 0, 0, 0, 0, 0, 4, 32
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\Search\Search.vue", "Vue", 0, 0, 104, 0, 0, 0, 0, 5, 4, 113
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\videoDetail\VideoDetail.vue", "Vue", 0, 0, 625, 0, 0, 0, 0, 65, 47, 737
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\video\Video.vue", "Vue", 0, 0, 85, 0, 0, 0, 0, 2, 2, 89
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\video\videoChildren\MvList.vue", "Vue", 0, 0, 155, 0, 0, 0, 0, 18, 9, 182
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\src\views\video\videoChildren\VideoList.vue", "Vue", 0, 0, 125, 0, 0, 0, 0, 30, 8, 163
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\app\vue.config.js", "JavaScript", 0, 23, 0, 0, 0, 0, 0, 26, 2, 51
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\package-lock.json", "JSON", 428, 0, 0, 0, 0, 0, 0, 0, 1, 429
"c:\Users\25416\Desktop\NeteaseCloud\NeteaseCloud\package.json", "JSON", 9, 0, 0, 0, 0, 0, 0, 0, 1, 10
"Total", "-", 18283, 724, 6470, 868, 143, 19, 8, 680, 622, 27817
